Fixed Overall Qtr Count ,Fraud,Quarter,Report Type,State Name,Year,Fixed State Type,Overall # of Reports by Type QTR,State Fraud/Other Count
399061,Fraud,3,Fraud,Puerto Rico,2018,474,399061,474
253567,Other,2,Other,Pennsylvania,2019,8085,253567,8085
383241,Fraud,4,Fraud,Massachusetts,2018,5673,383241,5673
413841,Other,1,Other,New Jersey,2021,12054,413841,12054
360304,Fraud,1,Fraud,Alabama,2018,4013,360304,4013
336713,Other,3,Other,Hawaii,2020,717,336713,717
435820,Fraud,1,Fraud,North Dakota,2020,522,435820,522
360718,Other,4,Other,Maryland,2020,7181,360718,7181
535536,Fraud,2,Fraud,New York,2019,26752,535536,26752
305963,Other,2,Other,New Hampshire,2020,721,305963,721
305963,Other,2,Other,New Hampshire,2020,721,305963,721
600629,Fraud,2,Fraud,Colorado,2020,10807,600629,10807
383241,Fraud,4,Fraud,Colorado,2018,6294,383241,6294
831544,Fraud,1,Fraud,Virginia,2021,18755,831544,18755
624173,Fraud,4,Fraud,Arkansas,2020,3449,624173,3449
435820,Fraud,1,Fraud,Colorado,2020,7037,435820,7037
648197,Fraud,3,Fraud,Wisconsin,2020,8576,648197,8576
0,IDT,4,Identity Theft,Arkansas,2019,0,0,0
320281,Other,1,Other,Puerto Rico,2018,329,320281,329
310369,Other,3,Other,Connecticut,2018,2548,310369,2548
624173,Fraud,4,Fraud,Georgia,2020,16381,624173,16381
831544,Fraud,1,Fraud,Utah,2021,5728,831544,5728
263547,Other,1,Other,Nevada,2020,3423,263547,3423
600629,Fraud,2,Fraud,South Dakota,2020,769,600629,769
360718,Other,4,Other,New Jersey,2020,10764,360718,10764
399061,Fraud,3,Fraud,Maine,2018,1188,399061,1188
360304,Fraud,1,Fraud,Montana,2018,951,360304,951
492886,Fraud,1,Fraud,Rhode Island,2022,1229,492886,1229
600629,Fraud,2,Fraud,Montana,2020,1520,600629,1520
0,IDT,3,Identity Theft,Wyoming,2018,0,0,0
435820,Fraud,1,Fraud,New York,2020,19878,435820,19878
413575,Fraud,1,Fraud,Louisiana,2019,3626,413575,3626
230049,Other,1,Other,Washington,2019,3548,230049,3548
492886,Fraud,1,Fraud,Puerto Rico,2022,739,492886,739
310369,Other,3,Other,Iowa,2018,1022,310369,1022
729337,Fraud,3,Fraud,Delaware,2021,1789,729337,1789
360718,Other,4,Other,Colorado,2020,5081,360718,5081
648197,Fraud,3,Fraud,Oklahoma,2020,4972,648197,4972
250155,Other,4,Other,New Jersey,2018,6058,250155,6058
729718,Fraud,2,Fraud,Iowa,2021,3889,729718,3889
360718,Other,4,Other,Oklahoma,2020,2156,360718,2156
399061,Fraud,3,Fraud,Arizona,2018,8846,399061,8846
831544,Fraud,1,Fraud,Nevada,2021,7109,831544,7109
328392,Other,1,Other,Washington,2022,4530,328392,4530
648197,Fraud,3,Fraud,Hawaii,2020,2292,648197,2292
236641,Other,4,Other,Maine,2019,581,236641,581
600629,Fraud,2,Fraud,Maryland,2020,11538,600629,11538
624173,Fraud,4,Fraud,Iowa,2020,3565,624173,3565
322678,Other,2,Other,Florida,2018,36970,322678,36970
415398,Other,3,Other,Rhode Island,2021,960,415398,960
336868,Other,4,Other,California,2021,32694,336868,32694
573651,Fraud,4,Fraud,Missouri,2021,7488,573651,7488
529166,Fraud,3,Fraud,Georgia,2019,13320,529166,13320
435820,Fraud,1,Fraud,Oregon,2020,4957,435820,4957
492886,Fraud,1,Fraud,New York,2022,22854,492886,22854
535536,Fraud,2,Fraud,Vermont,2019,673,535536,673
600629,Fraud,2,Fraud,Wisconsin,2020,7606,600629,7606
529166,Fraud,3,Fraud,Connecticut,2019,4113,529166,4113
624173,Fraud,4,Fraud,Kansas,2020,4442,624173,4442
263547,Other,1,Other,Hawaii,2020,678,263547,678
360304,Fraud,1,Fraud,Connecticut,2018,2802,360304,2802
383241,Fraud,4,Fraud,New York,2018,17952,383241,17952
322678,Other,2,Other,Colorado,2018,4556,322678,4556
248549,Other,3,Other,New Mexico,2019,1022,248549,1022
413575,Fraud,1,Fraud,Nevada,2019,3880,413575,3880
399061,Fraud,3,Fraud,Illinois,2018,10512,399061,10512
624173,Fraud,4,Fraud,Illinois,2020,18920,624173,18920
729337,Fraud,3,Fraud,Alabama,2021,6542,729337,6542
831544,Fraud,1,Fraud,New Jersey,2021,17115,831544,17115
328392,Other,1,Other,Indiana,2022,4414,328392,4414
648197,Fraud,3,Fraud,Texas,2020,42194,648197,42194
310369,Other,3,Other,Mississippi,2018,1865,310369,1865
248549,Other,3,Other,Arizona,2019,5021,248549,5021
383241,Fraud,4,Fraud,Minnesota,2018,4988,383241,4988
399061,Fraud,3,Fraud,Maine,2018,1188,399061,1188
336868,Other,4,Other,Wyoming,2021,215,336868,215
253567,Other,2,Other,Iowa,2019,1088,253567,1088
322678,Other,2,Other,Oklahoma,2018,2290,322678,2290
413841,Other,1,Other,Florida,2021,36965,413841,36965
230049,Other,1,Other,Connecticut,2019,2096,230049,2096
320281,Other,1,Other,Alabama,2018,4882,320281,4882
380279,Fraud,2,Fraud,Utah,2018,2437,380279,2437
648197,Fraud,3,Fraud,Wyoming,2020,775,648197,775
729718,Fraud,2,Fraud,Indiana,2021,10626,729718,10626
413575,Fraud,1,Fraud,Florida,2019,24067,413575,24067
406911,Other,2,Other,Arizona,2021,7135,406911,7135
535536,Fraud,2,Fraud,North Carolina,2019,13261,535536,13261
250155,Other,4,Other,Wyoming,2018,206,250155,206
624173,Fraud,4,Fraud,New Jersey,2020,13960,624173,13960
406911,Other,2,Other,District of Columbia,2021,1302,406911,1302
253567,Other,2,Other,Delaware,2019,694,253567,694
573651,Fraud,4,Fraud,Wyoming,2021,684,573651,684
236641,Other,4,Other,Nebraska,2019,751,236641,751
492886,Fraud,1,Fraud,Iowa,2022,2738,492886,2738
435820,Fraud,1,Fraud,Idaho,2020,1779,435820,1779
492886,Fraud,1,Fraud,Iowa,2022,2738,492886,2738
831544,Fraud,1,Fraud,Delaware,2021,2210,831544,2210
0,IDT,3,Identity Theft,Utah,2018,0,0,0
406911,Other,2,Other,Alabama,2021,10013,406911,10013
648197,Fraud,3,Fraud,California,2020,61028,648197,61028
380279,Fraud,2,Fraud,Arizona,2018,8256,380279,8256
383241,Fraud,4,Fraud,Iowa,2018,2405,383241,2405
248549,Other,3,Other,Nevada,2019,3053,248549,3053
600629,Fraud,2,Fraud,Washington,2020,13844,600629,13844
831544,Fraud,1,Fraud,Iowa,2021,4745,831544,4745
248549,Other,3,Other,Virginia,2019,5772,248549,5772
729337,Fraud,3,Fraud,Tennessee,2021,10794,729337,10794
413841,Other,1,Other,Florida,2021,36965,413841,36965
336868,Other,4,Other,Illinois,2021,11593,336868,11593
305963,Other,2,Other,Michigan,2020,6001,305963,6001
380279,Fraud,2,Fraud,Nevada,2018,3589,380279,3589
230049,Other,1,Other,California,2019,22155,230049,22155
403773,Fraud,4,Fraud,Nevada,2019,3807,403773,3807
729337,Fraud,3,Fraud,California,2021,64187,729337,64187
648197,Fraud,3,Fraud,Indiana,2020,8563,648197,8563
529166,Fraud,3,Fraud,Mississippi,2019,3058,529166,3058
403773,Fraud,4,Fraud,Alabama,2019,4567,403773,4567
413841,Other,1,Other,Kansas,2021,3477,413841,3477
648197,Fraud,3,Fraud,Alaska,2020,1175,648197,1175
0,IDT,1,Identity Theft,Maryland,2019,0,0,0
263547,Other,1,Other,Colorado,2020,3827,263547,3827
380279,Fraud,2,Fraud,West Virginia,2018,1828,380279,1828
729337,Fraud,3,Fraud,New Jersey,2021,13471,729337,13471
403773,Fraud,4,Fraud,Delaware,2019,1278,403773,1278
729718,Fraud,2,Fraud,Minnesota,2021,8859,729718,8859
336868,Other,4,Other,Iowa,2021,1340,336868,1340
729718,Fraud,2,Fraud,Montana,2021,1868,729718,1868
236641,Other,4,Other,Alabama,2019,3087,236641,3087
831544,Fraud,1,Fraud,West Virginia,2021,3186,831544,3186
399061,Fraud,3,Fraud,Nevada,2018,4157,399061,4157
729718,Fraud,2,Fraud,Louisiana,2021,6139,729718,6139
399061,Fraud,3,Fraud,Colorado,2018,6501,399061,6501
413575,Fraud,1,Fraud,Hawaii,2019,1133,413575,1133
230049,Other,1,Other,Missouri,2019,4323,230049,4323
248549,Other,3,Other,Nevada,2019,3053,248549,3053
403773,Fraud,4,Fraud,Nebraska,2019,1625,403773,1625
236641,Other,4,Other,Arizona,2019,4370,236641,4370
399061,Fraud,3,Fraud,New York,2018,17633,399061,17633
336868,Other,4,Other,Washington,2021,4449,336868,4449
535536,Fraud,2,Fraud,Arizona,2019,9903,535536,9903
380279,Fraud,2,Fraud,Delaware,2018,1008,380279,1008
406911,Other,2,Other,Nevada,2021,5087,406911,5087
406911,Other,2,Other,Mississippi,2021,3453,406911,3453
729337,Fraud,3,Fraud,Vermont,2021,970,729337,970
310369,Other,3,Other,Maryland,2018,5525,310369,5525
305963,Other,2,Other,Maine,2020,737,305963,737
729337,Fraud,3,Fraud,Colorado,2021,11739,729337,11739
360304,Fraud,1,Fraud,Georgia,2018,8537,360304,8537
248549,Other,3,Other,Rhode Island,2019,573,248549,573
399061,Fraud,3,Fraud,Delaware,2018,1059,399061,1059
336713,Other,3,Other,Colorado,2020,4474,336713,4474
729337,Fraud,3,Fraud,Illinois,2021,21135,729337,21135
263547,Other,1,Other,Nebraska,2020,727,263547,727
729337,Fraud,3,Fraud,South Dakota,2021,851,729337,851
253567,Other,2,Other,Kentucky,2019,2119,253567,2119
248549,Other,3,Other,Illinois,2019,8112,248549,8112
831544,Fraud,1,Fraud,Hawaii,2021,2618,831544,2618
600629,Fraud,2,Fraud,New York,2020,28409,600629,28409
380279,Fraud,2,Fraud,Arkansas,2018,2272,380279,2272
230049,Other,1,Other,Idaho,2019,713,230049,713
573651,Fraud,4,Fraud,North Carolina,2021,12885,573651,12885
535536,Fraud,2,Fraud,North Dakota,2019,666,535536,666
380279,Fraud,2,Fraud,New York,2018,15863,380279,15863
236641,Other,4,Other,Kentucky,2019,2036,236641,2036
253567,Other,2,Other,Washington,2019,3921,253567,3921
535536,Fraud,2,Fraud,Maryland,2019,8610,535536,8610
399061,Fraud,3,Fraud,Arkansas,2018,2645,399061,2645
320281,Other,1,Other,California,2018,35016,320281,35016
250155,Other,4,Other,Missouri,2018,4399,250155,4399
573651,Fraud,4,Fraud,Michigan,2021,11637,573651,11637
322678,Other,2,Other,Missouri,2018,5536,322678,5536
406911,Other,2,Other,Maryland,2021,10836,406911,10836
413841,Other,1,Other,Indiana,2021,5695,413841,5695
399061,Fraud,3,Fraud,Wyoming,2018,461,399061,461
600629,Fraud,2,Fraud,Georgia,2020,15962,600629,15962
415398,Other,3,Other,Missouri,2021,5557,415398,5557
383241,Fraud,4,Fraud,Nebraska,2018,1529,383241,1529
230049,Other,1,Other,Alabama,2019,2967,230049,2967
253567,Other,2,Other,North Dakota,2019,247,253567,247
413841,Other,1,Other,New York,2021,25674,413841,25674
250155,Other,4,Other,Montana,2018,358,250155,358
263547,Other,1,Other,Idaho,2020,786,263547,786
230049,Other,1,Other,Washington,2019,3548,230049,3548
253567,Other,2,Other,Texas,2019,20209,253567,20209
435820,Fraud,1,Fraud,New York,2020,19878,435820,19878
406911,Other,2,Other,Minnesota,2021,3401,406911,3401
399061,Fraud,3,Fraud,Texas,2018,24763,399061,24763
336868,Other,4,Other,Oregon,2021,2265,336868,2265
263547,Other,1,Other,Washington,2020,3960,263547,3960
310369,Other,3,Other,Louisiana,2018,3546,310369,3546
248549,Other,3,Other,Montana,2019,445,248549,445
328392,Other,1,Other,Virginia,2022,8233,328392,8233
415398,Other,3,Other,Oregon,2021,2647,415398,2647
360718,Other,4,Other,Kentucky,2020,2579,360718,2579
328392,Other,1,Other,North Carolina,2022,10352,328392,10352
729718,Fraud,2,Fraud,North Dakota,2021,925,729718,925
310369,Other,3,Other,Michigan,2018,10023,310369,10023
573651,Fraud,4,Fraud,Louisiana,2021,7789,573651,7789
624173,Fraud,4,Fraud,District of Columbia,2020,1677,624173,1677
360718,Other,4,Other,Tennessee,2020,8185,360718,8185
236641,Other,4,Other,Illinois,2019,7754,236641,7754
600629,Fraud,2,Fraud,Delaware,2020,1928,600629,1928
360718,Other,4,Other,Connecticut,2020,2928,360718,2928
250155,Other,4,Other,Alaska,2018,223,250155,223
624173,Fraud,4,Fraud,Delaware,2020,1738,624173,1738
328392,Other,1,Other,Alabama,2022,6205,328392,6205
320281,Other,1,Other,Alaska,2018,313,320281,313
729718,Fraud,2,Fraud,New Mexico,2021,3717,729718,3717
729337,Fraud,3,Fraud,Virginia,2021,14998,729337,14998
529166,Fraud,3,Fraud,South Carolina,2019,6300,529166,6300
648197,Fraud,3,Fraud,Colorado,2020,9828,648197,9828
535536,Fraud,2,Fraud,Puerto Rico,2019,659,535536,659
648197,Fraud,3,Fraud,Florida,2020,40673,648197,40673
320281,Other,1,Other,North Carolina,2018,8307,320281,8307
492886,Fraud,1,Fraud,Oklahoma,2022,3771,492886,3771
573651,Fraud,4,Fraud,Massachusetts,2021,8418,573651,8418
322678,Other,2,Other,North Carolina,2018,8066,322678,8066
360718,Other,4,Other,New Mexico,2020,1276,360718,1276
729337,Fraud,3,Fraud,Georgia,2021,17301,729337,17301
648197,Fraud,3,Fraud,Nevada,2020,6302,648197,6302
380279,Fraud,2,Fraud,Alabama,2018,4338,380279,4338
320281,Other,1,Other,Kentucky,2018,2820,320281,2820
250155,Other,4,Other,Alabama,2018,3192,250155,3192
648197,Fraud,3,Fraud,Texas,2020,42194,648197,42194
648197,Fraud,3,Fraud,Minnesota,2020,8394,648197,8394
320281,Other,1,Other,Louisiana,2018,3823,320281,3823
380279,Fraud,2,Fraud,Massachusetts,2018,5683,380279,5683
573651,Fraud,4,Fraud,Wisconsin,2021,6738,573651,6738
236641,Other,4,Other,Kansas,2019,1271,236641,1271
600629,Fraud,2,Fraud,Vermont,2020,933,600629,933
236641,Other,4,Other,Illinois,2019,7754,236641,7754
383241,Fraud,4,Fraud,Idaho,2018,1568,383241,1568
230049,Other,1,Other,Michigan,2019,5549,230049,5549
336868,Other,4,Other,North Dakota,2021,238,336868,238
328392,Other,1,Other,Maryland,2022,8635,328392,8635
263547,Other,1,Other,Arizona,2020,4778,263547,4778
230049,Other,1,Other,Maryland,2019,4892,230049,4892
0,IDT,2,Identity Theft,Utah,2021,0,0,0
230049,Other,1,Other,New Hampshire,2019,765,230049,765
310369,Other,3,Other,Oklahoma,2018,2221,310369,2221
399061,Fraud,3,Fraud,Puerto Rico,2018,474,399061,474
831544,Fraud,1,Fraud,Montana,2021,2031,831544,2031
336713,Other,3,Other,South Carolina,2020,5038,336713,5038
406911,Other,2,Other,Nevada,2021,5087,406911,5087
383241,Fraud,4,Fraud,District of Columbia,2018,1095,383241,1095
600629,Fraud,2,Fraud,Utah,2020,4509,600629,4509
399061,Fraud,3,Fraud,Georgia,2018,9989,399061,9989
529166,Fraud,3,Fraud,Vermont,2019,706,529166,706
831544,Fraud,1,Fraud,Nebraska,2021,3256,831544,3256
435820,Fraud,1,Fraud,Utah,2020,2959,435820,2959
624173,Fraud,4,Fraud,Vermont,2020,991,624173,991
236641,Other,4,Other,South Dakota,2019,253,236641,253
230049,Other,1,Other,New Mexico,2019,977,230049,977
415398,Other,3,Other,Hawaii,2021,760,415398,760
413575,Fraud,1,Fraud,Massachusetts,2019,7135,413575,7135
529166,Fraud,3,Fraud,Tennessee,2019,9025,529166,9025
263547,Other,1,Other,Utah,2020,1922,263547,1922
230049,Other,1,Other,Minnesota,2019,2262,230049,2262
322678,Other,2,Other,New York,2018,15391,322678,15391
831544,Fraud,1,Fraud,Delaware,2021,2210,831544,2210
399061,Fraud,3,Fraud,South Dakota,2018,537,399061,537
336713,Other,3,Other,Tennessee,2020,7739,336713,7739
573651,Fraud,4,Fraud,Missouri,2021,7488,573651,7488
336713,Other,3,Other,Illinois,2020,10344,336713,10344
529166,Fraud,3,Fraud,Wyoming,2019,612,529166,612
0,IDT,2,Identity Theft,Kansas,2018,0,0,0
248549,Other,3,Other,Utah,2019,1823,248549,1823
383241,Fraud,4,Fraud,Rhode Island,2018,845,383241,845
600629,Fraud,2,Fraud,Connecticut,2020,5327,600629,5327
383241,Fraud,4,Fraud,Pennsylvania,2018,11630,383241,11630
399061,Fraud,3,Fraud,Georgia,2018,9989,399061,9989
403773,Fraud,4,Fraud,North Dakota,2019,474,403773,474
360304,Fraud,1,Fraud,Arizona,2018,6958,360304,6958
328392,Other,1,Other,Idaho,2022,816,328392,816
263547,Other,1,Other,Vermont,2020,282,263547,282
0,IDT,1,Identity Theft,Ohio,2018,0,0,0
320281,Other,1,Other,Tennessee,2018,6069,320281,6069
360304,Fraud,1,Fraud,Nebraska,2018,1450,360304,1450
0,IDT,1,Identity Theft,South Carolina,2019,0,0,0
831544,Fraud,1,Fraud,Alabama,2021,7957,831544,7957
729718,Fraud,2,Fraud,District of Columbia,2021,1753,729718,1753
336868,Other,4,Other,District of Columbia,2021,1304,336868,1304
729718,Fraud,2,Fraud,Alabama,2021,7594,729718,7594
648197,Fraud,3,Fraud,Alabama,2020,6634,648197,6634
250155,Other,4,Other,Arkansas,2018,1750,250155,1750
648197,Fraud,3,Fraud,West Virginia,2020,2599,648197,2599
230049,Other,1,Other,Alabama,2019,2967,230049,2967
399061,Fraud,3,Fraud,North Carolina,2018,10219,399061,10219
403773,Fraud,4,Fraud,California,2019,35459,403773,35459
535536,Fraud,2,Fraud,Florida,2019,31334,535536,31334
305963,Other,2,Other,Connecticut,2020,2606,305963,2606
336868,Other,4,Other,New York,2021,18668,336868,18668
328392,Other,1,Other,South Carolina,2022,5468,328392,5468
535536,Fraud,2,Fraud,New York,2019,26752,535536,26752
535536,Fraud,2,Fraud,South Dakota,2019,697,535536,697
263547,Other,1,Other,Minnesota,2020,2620,263547,2620
248549,Other,3,Other,Massachusetts,2019,3286,248549,3286
648197,Fraud,3,Fraud,Massachusetts,2020,10092,648197,10092
573651,Fraud,4,Fraud,North Carolina,2021,12885,573651,12885
305963,Other,2,Other,Georgia,2020,14957,305963,14957
413575,Fraud,1,Fraud,Oklahoma,2019,3302,413575,3302
383241,Fraud,4,Fraud,Wyoming,2018,511,383241,511
248549,Other,3,Other,South Carolina,2019,4119,248549,4119
413575,Fraud,1,Fraud,Massachusetts,2019,7135,413575,7135
263547,Other,1,Other,Ohio,2020,7663,263547,7663
380279,Fraud,2,Fraud,Florida,2018,22166,380279,22166
383241,Fraud,4,Fraud,Massachusetts,2018,5673,383241,5673
336713,Other,3,Other,Oklahoma,2020,2176,336713,2176
248549,Other,3,Other,Florida,2019,23239,248549,23239
413575,Fraud,1,Fraud,Kansas,2019,2712,413575,2712
399061,Fraud,3,Fraud,Oklahoma,2018,3131,399061,3131
0,IDT,4,Identity Theft,Mississippi,2021,0,0,0
322678,Other,2,Other,Massachusetts,2018,4097,322678,4097
624173,Fraud,4,Fraud,New Mexico,2020,3311,624173,3311
336713,Other,3,Other,Hawaii,2020,717,336713,717
310369,Other,3,Other,Iowa,2018,1022,310369,1022
831544,Fraud,1,Fraud,Minnesota,2021,10740,831544,10740
406911,Other,2,Other,West Virginia,2021,1102,406911,1102
648197,Fraud,3,Fraud,Texas,2020,42194,648197,42194
322678,Other,2,Other,Pennsylvania,2018,10195,322678,10195
435820,Fraud,1,Fraud,Oregon,2020,4957,435820,4957
403773,Fraud,4,Fraud,New York,2019,18723,403773,18723
320281,Other,1,Other,New Hampshire,2018,805,320281,805
336713,Other,3,Other,Missouri,2020,5298,336713,5298
0,IDT,1,Identity Theft,Connecticut,2021,0,0,0
328392,Other,1,Other,Delaware,2022,1523,328392,1523
248549,Other,3,Other,Connecticut,2019,2188,248549,2188
328392,Other,1,Other,Texas,2022,31484,328392,31484
413841,Other,1,Other,California,2021,38432,413841,38432
413841,Other,1,Other,Georgia,2021,20418,413841,20418
435820,Fraud,1,Fraud,California,2020,37914,435820,37914
360718,Other,4,Other,Washington,2020,5693,360718,5693
729718,Fraud,2,Fraud,Washington,2021,15334,729718,15334
406911,Other,2,Other,New Hampshire,2021,822,406911,822
492886,Fraud,1,Fraud,Georgia,2022,13246,492886,13246
383241,Fraud,4,Fraud,New York,2018,17952,383241,17952
573651,Fraud,4,Fraud,Washington,2021,11644,573651,11644
535536,Fraud,2,Fraud,Missouri,2019,7919,535536,7919
336713,Other,3,Other,Arkansas,2020,3741,336713,3741
399061,Fraud,3,Fraud,Pennsylvania,2018,11304,399061,11304
360718,Other,4,Other,Arizona,2020,6471,360718,6471
403773,Fraud,4,Fraud,New Hampshire,2019,1411,403773,1411
0,IDT,1,Identity Theft,Pennsylvania,2018,0,0,0
399061,Fraud,3,Fraud,Connecticut,2018,3135,399061,3135
831544,Fraud,1,Fraud,Delaware,2021,2210,831544,2210
0,IDT,1,Identity Theft,Texas,2022,0,0,0
263547,Other,1,Other,Arkansas,2020,2466,263547,2466
624173,Fraud,4,Fraud,Hawaii,2020,2039,624173,2039
435820,Fraud,1,Fraud,Arizona,2020,8067,435820,8067
320281,Other,1,Other,Kentucky,2018,2820,320281,2820
413841,Other,1,Other,Montana,2021,569,413841,569
413841,Other,1,Other,Pennsylvania,2021,20610,413841,20610
380279,Fraud,2,Fraud,Rhode Island,2018,826,380279,826
383241,Fraud,4,Fraud,Pennsylvania,2018,11630,383241,11630
435820,Fraud,1,Fraud,Virginia,2020,10587,435820,10587
336713,Other,3,Other,Delaware,2020,1228,336713,1228
230049,Other,1,Other,New York,2019,11818,230049,11818
360718,Other,4,Other,Illinois,2020,15972,360718,15972
399061,Fraud,3,Fraud,District of Columbia,2018,1059,399061,1059
399061,Fraud,3,Fraud,North Carolina,2018,10219,399061,10219
624173,Fraud,4,Fraud,Oregon,2020,7626,624173,7626
383241,Fraud,4,Fraud,Kentucky,2018,3842,383241,3842
535536,Fraud,2,Fraud,Virginia,2019,11113,535536,11113
383241,Fraud,4,Fraud,Kansas,2018,2726,383241,2726
305963,Other,2,Other,Arkansas,2020,4785,305963,4785
729718,Fraud,2,Fraud,Texas,2021,45837,729718,45837
248549,Other,3,Other,Massachusetts,2019,3286,248549,3286
413575,Fraud,1,Fraud,North Carolina,2019,11578,413575,11578
492886,Fraud,1,Fraud,Oklahoma,2022,3771,492886,3771
360718,Other,4,Other,Arkansas,2020,1997,360718,1997
320281,Other,1,Other,Colorado,2018,4626,320281,4626
248549,Other,3,Other,South Dakota,2019,242,248549,242
336713,Other,3,Other,Utah,2020,1848,336713,1848
573651,Fraud,4,Fraud,North Dakota,2021,650,573651,650
492886,Fraud,1,Fraud,South Dakota,2022,762,492886,762
320281,Other,1,Other,New Hampshire,2018,805,320281,805
360304,Fraud,1,Fraud,South Carolina,2018,4376,360304,4376
310369,Other,3,Other,South Carolina,2018,4977,310369,4977
310369,Other,3,Other,Georgia,2018,15072,310369,15072
360718,Other,4,Other,Michigan,2020,6859,360718,6859
305963,Other,2,Other,Connecticut,2020,2606,305963,2606
403773,Fraud,4,Fraud,Arizona,2019,7548,403773,7548
831544,Fraud,1,Fraud,Washington,2021,17286,831544,17286
328392,Other,1,Other,Minnesota,2022,2805,328392,2805
250155,Other,4,Other,South Dakota,2018,248,250155,248
360718,Other,4,Other,Maryland,2020,7181,360718,7181
573651,Fraud,4,Fraud,Georgia,2021,13351,573651,13351
236641,Other,4,Other,Idaho,2019,747,236641,747
413575,Fraud,1,Fraud,South Dakota,2019,642,413575,642
399061,Fraud,3,Fraud,Nevada,2018,4157,399061,4157
600629,Fraud,2,Fraud,Wisconsin,2020,7606,600629,7606
729718,Fraud,2,Fraud,Arizona,2021,13942,729718,13942
413841,Other,1,Other,Montana,2021,569,413841,569
435820,Fraud,1,Fraud,New York,2020,19878,435820,19878
336868,Other,4,Other,Wisconsin,2021,3078,336868,3078
729718,Fraud,2,Fraud,Oregon,2021,8356,729718,8356
529166,Fraud,3,Fraud,South Dakota,2019,700,529166,700
492886,Fraud,1,Fraud,Florida,2022,29927,492886,29927
529166,Fraud,3,Fraud,Kansas,2019,3542,529166,3542
624173,Fraud,4,Fraud,Oklahoma,2020,4825,624173,4825
831544,Fraud,1,Fraud,Colorado,2021,13697,831544,13697
399061,Fraud,3,Fraud,New Jersey,2018,7619,399061,7619
600629,Fraud,2,Fraud,Arizona,2020,12059,600629,12059
573651,Fraud,4,Fraud,New Mexico,2021,2668,573651,2668
729337,Fraud,3,Fraud,North Carolina,2021,16453,729337,16453
600629,Fraud,2,Fraud,Montana,2020,1520,600629,1520
336868,Other,4,Other,California,2021,32694,336868,32694
248549,Other,3,Other,Montana,2019,445,248549,445
336713,Other,3,Other,Louisiana,2020,4595,336713,4595
403773,Fraud,4,Fraud,New Hampshire,2019,1411,403773,1411
360718,Other,4,Other,Georgia,2020,15342,360718,15342
403773,Fraud,4,Fraud,Wisconsin,2019,5517,403773,5517
435820,Fraud,1,Fraud,Montana,2020,1159,435820,1159
624173,Fraud,4,Fraud,New York,2020,31845,624173,31845
415398,Other,3,Other,Tennessee,2021,11291,415398,11291
406911,Other,2,Other,West Virginia,2021,1102,406911,1102
435820,Fraud,1,Fraud,Virginia,2020,10587,435820,10587
320281,Other,1,Other,Colorado,2018,4626,320281,4626
383241,Fraud,4,Fraud,Wyoming,2018,511,383241,511
492886,Fraud,1,Fraud,District of Columbia,2022,1409,492886,1409
831544,Fraud,1,Fraud,Kentucky,2021,7491,831544,7491
406911,Other,2,Other,Illinois,2021,14287,406911,14287
0,IDT,4,Identity Theft,Kentucky,2021,0,0,0
729718,Fraud,2,Fraud,Delaware,2021,2001,729718,2001
383241,Fraud,4,Fraud,Michigan,2018,8480,383241,8480
729337,Fraud,3,Fraud,Delaware,2021,1789,729337,1789
573651,Fraud,4,Fraud,Kentucky,2021,5276,573651,5276
236641,Other,4,Other,Tennessee,2019,4326,236641,4326
403773,Fraud,4,Fraud,New Hampshire,2019,1411,403773,1411
435820,Fraud,1,Fraud,North Dakota,2020,522,435820,522
253567,Other,2,Other,Colorado,2019,3694,253567,3694
535536,Fraud,2,Fraud,District of Columbia,2019,1498,535536,1498
729718,Fraud,2,Fraud,Rhode Island,2021,1853,729718,1853
322678,Other,2,Other,New York,2018,15391,322678,15391
310369,Other,3,Other,New Jersey,2018,7131,310369,7131
360304,Fraud,1,Fraud,Virginia,2018,7939,360304,7939
729337,Fraud,3,Fraud,North Carolina,2021,16453,729337,16453
253567,Other,2,Other,Minnesota,2019,2532,253567,2532
328392,Other,1,Other,Colorado,2022,4527,328392,4527
831544,Fraud,1,Fraud,Missouri,2021,12883,831544,12883
729718,Fraud,2,Fraud,Utah,2021,4969,729718,4969
360718,Other,4,Other,Oklahoma,2020,2156,360718,2156
831544,Fraud,1,Fraud,Arizona,2021,15061,831544,15061
573651,Fraud,4,Fraud,Tennessee,2021,8560,573651,8560
435820,Fraud,1,Fraud,Massachusetts,2020,6874,435820,6874
336713,Other,3,Other,Pennsylvania,2020,11643,336713,11643
328392,Other,1,Other,Washington,2022,4530,328392,4530
399061,Fraud,3,Fraud,Oklahoma,2018,3131,399061,3131
435820,Fraud,1,Fraud,Idaho,2020,1779,435820,1779
336713,Other,3,Other,Missouri,2020,5298,336713,5298
492886,Fraud,1,Fraud,Kentucky,2022,5080,492886,5080
648197,Fraud,3,Fraud,New Jersey,2020,13673,648197,13673
435820,Fraud,1,Fraud,Missouri,2020,6711,435820,6711
648197,Fraud,3,Fraud,Ohio,2020,17542,648197,17542
336868,Other,4,Other,Georgia,2021,19195,336868,19195
360718,Other,4,Other,Missouri,2020,5097,360718,5097
624173,Fraud,4,Fraud,Maryland,2020,11154,624173,11154
236641,Other,4,Other,Texas,2019,19430,236641,19430
529166,Fraud,3,Fraud,Virginia,2019,12550,529166,12550
406911,Other,2,Other,Florida,2021,38208,406911,38208
