State Name,Fraud,Quarter,Report Type,Year,Fixed Overall Qtr Losses,Fixed State Qtr Losses,Overall Total Losses by Type Qtr,Total Losses
Massachusetts,Other,2,Other,2021,193273318.52,2425010.77,193273318.52,2425010.77
Connecticut,Other,4,Other,2021,198243503.149999,652299.42,198243503.149999,652299.42
South Carolina,Fraud,1,Fraud,2021,1299670971.24025,11026384.05,1299670971.24025,11026384.05
Kansas,Other,3,Other,2020,332376597.910007,828998.14,332376597.910007,828998.14
Virginia,Fraud,2,Fraud,2018,436359324.65002,7151149.23000003,436359324.65002,7151149.23000003
New Jersey,Fraud,1,Fraud,2019,508677995.648923,9866464.12000003,508677995.648923,9866464.12000003
Illinois,Other,2,Other,2021,193273318.52,6443089.44,193273318.52,6443089.44
Kentucky,Other,3,Other,2020,332376597.910007,2458220.11,332376597.910007,2458220.11
Nevada,Other,3,Other,2021,196990073.340001,1247315.1,196990073.340001,1247315.1
Florida,Other,4,Other,2018,198059364.600001,12108863.01,198059364.600001,12108863.01
Massachusetts,Other,2,Other,2021,193273318.52,2425010.77,193273318.52,2425010.77
Maine,Fraud,2,Fraud,2019,602374374.655126,813887.2,602374374.655126,813887.2
District of Columbia,IDT,1,Identity Theft,2022,0,0,0,0
Georgia,Fraud,4,Fraud,2018,397093881.427538,6542998.54000005,397093881.427538,6542998.54000005
Maine,Other,2,Other,2018,193419326.630001,304258.95,193419326.630001,304258.95
North Dakota,Other,2,Other,2020,280093545.500005,903208.56,280093545.500005,903208.56
Virginia,Fraud,3,Fraud,2020,890919586.840231,17319092.2000001,890919586.840231,17319092.2000001
Kansas,Fraud,3,Fraud,2020,890919586.840231,4013068.73000001,890919586.840231,4013068.73000001
Tennessee,Other,1,Other,2018,122608613.55,1416286.45,122608613.55,1416286.45
Arizona,Fraud,3,Fraud,2021,1605525076.80025,31786105.9599999,1605525076.80025,31786105.9599999
Louisiana,Fraud,1,Fraud,2022,1691830157.70014,6677325.26000001,1691830157.70014,6677325.26000001
Alabama,Fraud,3,Fraud,2019,665445943.337642,5379805.08000001,665445943.337642,5379805.08000001
Florida,Fraud,2,Fraud,2020,819552937.990118,51921387.9799997,819552937.990118,51921387.9799997
Montana,Other,2,Other,2018,193419326.630001,218758.15,193419326.630001,218758.15
Ohio,Other,4,Other,2019,295265401.890004,6746186.24000002,295265401.890004,6746186.24000002
Washington,Fraud,2,Fraud,2020,819552937.990118,16706615.9200001,819552937.990118,16706615.9200001
Hawaii,Other,4,Other,2020,330804770.270009,756051.42,330804770.270009,756051.42
California,Fraud,1,Fraud,2018,348224707.170025,43463892.1500003,348224707.170025,43463892.1500003
Hawaii,Other,3,Other,2021,196990073.340001,236567.39,196990073.340001,236567.39
Oregon,Fraud,3,Fraud,2020,890919586.840231,9214337.39000005,890919586.840231,9214337.39000005
Florida,Fraud,1,Fraud,2022,1691830157.70014,102069826.67,1691830157.70014,102069826.67
Arizona,Fraud,3,Fraud,2020,890919586.840231,17653077.78,890919586.840231,17653077.78
Washington,Fraud,1,Fraud,2021,1299670971.24025,28778048.64,1299670971.24025,28778048.64
District of Columbia,IDT,4,Identity Theft,2020,0,0,0,0
Wyoming,Fraud,1,Fraud,2021,1299670971.24025,2226447.15,1299670971.24025,2226447.15
Alabama,IDT,1,Identity Theft,2019,0,0,0,0
Colorado,Other,1,Other,2018,122608613.55,1945069.88,122608613.55,1945069.88
Iowa,Fraud,2,Fraud,2021,1363092689.48017,5678222.33000001,1363092689.48017,5678222.33000001
California,Other,3,Other,2019,282964798.270002,28808125.1999999,282964798.270002,28808125.1999999
North Carolina,Fraud,1,Fraud,2021,1299670971.24025,17124800.6100001,1299670971.24025,17124800.6100001
Indiana,Other,1,Other,2021,279256627.530002,5498469.75000001,279256627.530002,5498469.75000001
Wisconsin,Other,2,Other,2019,195488970.690001,2179893.17,195488970.690001,2179893.17
Oklahoma,Fraud,4,Fraud,2018,397093881.427538,3410500.12000001,397093881.427538,3410500.12000001
Rhode Island,Fraud,2,Fraud,2021,1363092689.48017,2547648.7,1363092689.48017,2547648.7
North Dakota,Fraud,3,Fraud,2020,890919586.840231,927366.55,890919586.840231,927366.55
Indiana,IDT,2,Identity Theft,2020,0,0,0,0
Idaho,Fraud,4,Fraud,2019,665563062.760347,2482705.25,665563062.760347,2482705.25
Colorado,Other,1,Other,2019,196919122.739999,3386416.22,196919122.739999,3386416.22
New Mexico,Other,2,Other,2021,193273318.52,765905.17,193273318.52,765905.17
New York,Other,3,Other,2021,196990073.340001,6557982.56,196990073.340001,6557982.56
Hawaii,Other,2,Other,2021,193273318.52,1256593.65,193273318.52,1256593.65
Illinois,Fraud,4,Fraud,2018,397093881.427538,11773313.24,397093881.427538,11773313.24
Georgia,Fraud,3,Fraud,2018,434213799.69002,10890638.64,434213799.69002,10890638.64
Utah,Fraud,1,Fraud,2019,508677995.648923,2717937.11,508677995.648923,2717937.11
Kentucky,Other,2,Other,2019,195488970.690001,778906.29,195488970.690001,778906.29
New Hampshire,Fraud,4,Fraud,2019,665563062.760347,1690671.26,665563062.760347,1690671.26
Missouri,Other,3,Other,2019,282964798.270002,3311297.67,282964798.270002,3311297.67
Indiana,Other,3,Other,2019,282964798.270002,2774360.04,282964798.270002,2774360.04
Missouri,Other,3,Other,2018,229059946.16,3401688.59,229059946.16,3401688.59
Minnesota,Other,2,Other,2020,280093545.500005,2877429.85,280093545.500005,2877429.85
Delaware,Fraud,1,Fraud,2018,348224707.170025,443323.23,348224707.170025,443323.23
Oklahoma,Fraud,3,Fraud,2021,1605525076.80025,6148307.07000002,1605525076.80025,6148307.07000002
North Dakota,Other,1,Other,2022,211915621.62,45050.66,211915621.62,45050.66
Washington,Other,2,Other,2018,193419326.630001,5160867.97,193419326.630001,5160867.97
Wyoming,Fraud,4,Fraud,2020,1003279528.43026,1005806.38,1003279528.43026,1005806.38
Illinois,Other,4,Other,2018,198059364.600001,5172602.65000001,198059364.600001,5172602.65000001
District of Columbia,Other,1,Other,2019,196919122.739999,1052426.07,196919122.739999,1052426.07
Idaho,Fraud,1,Fraud,2018,348224707.170025,1141773.91,348224707.170025,1141773.91
Nebraska,IDT,2,Identity Theft,2019,0,0,0,0
Tennessee,Fraud,3,Fraud,2021,1605525076.80025,15918723.7800001,1605525076.80025,15918723.7800001
Arkansas,Fraud,2,Fraud,2021,1363092689.48017,4974994.90000001,1363092689.48017,4974994.90000001
Hawaii,Fraud,1,Fraud,2022,1691830157.70014,6175954.1,1691830157.70014,6175954.1
New York,Other,2,Other,2018,193419326.630001,8571986.62000001,193419326.630001,8571986.62000001
Alaska,IDT,2,Identity Theft,2019,0,0,0,0
North Carolina,Other,1,Other,2021,279256627.530002,6201505.15000001,279256627.530002,6201505.15000001
Maryland,Fraud,1,Fraud,2020,731467189.080063,8574604.26000002,731467189.080063,8574604.26000002
Georgia,Fraud,1,Fraud,2018,348224707.170025,6647961.79000002,348224707.170025,6647961.79000002
Nebraska,Fraud,2,Fraud,2019,602374374.655126,1979475.06,602374374.655126,1979475.06
Maryland,Fraud,4,Fraud,2020,1003279528.43026,17657448.36,1003279528.43026,17657448.36
Massachusetts,Fraud,2,Fraud,2018,436359324.65002,5896143.78000002,436359324.65002,5896143.78000002
Puerto Rico,Other,2,Other,2020,280093545.500005,371590.85,280093545.500005,371590.85
Arkansas,Fraud,1,Fraud,2022,1691830157.70014,5158652.99000001,1691830157.70014,5158652.99000001
South Carolina,Other,2,Other,2018,193419326.630001,2286523.68,193419326.630001,2286523.68
Kentucky,Fraud,4,Fraud,2019,665563062.760347,3220681.34,665563062.760347,3220681.34
Georgia,Fraud,1,Fraud,2020,731467189.080063,16540794.11,731467189.080063,16540794.11
Florida,Fraud,2,Fraud,2020,819552937.990118,51921387.9799997,819552937.990118,51921387.9799997
Georgia,Other,2,Other,2021,193273318.52,3946113.96,193273318.52,3946113.96
Idaho,Fraud,1,Fraud,2019,508677995.648923,2443636.68,508677995.648923,2443636.68
Tennessee,Other,3,Other,2019,282964798.270002,1797868.47,282964798.270002,1797868.47
District of Columbia,Fraud,3,Fraud,2020,890919586.840231,2718222.93,890919586.840231,2718222.93
Oregon,Fraud,4,Fraud,2021,1831379366.41022,19974161.89,1831379366.41022,19974161.89
Vermont,Fraud,1,Fraud,2021,1299670971.24025,1930556.26,1299670971.24025,1930556.26
Maryland,Fraud,4,Fraud,2020,1003279528.43026,17657448.36,1003279528.43026,17657448.36
Oklahoma,Fraud,1,Fraud,2019,508677995.648923,2771995.88,508677995.648923,2771995.88
North Carolina,Fraud,2,Fraud,2020,819552937.990118,18942330.39,819552937.990118,18942330.39
Vermont,Fraud,4,Fraud,2020,1003279528.43026,1091829.51,1003279528.43026,1091829.51
South Carolina,Fraud,4,Fraud,2020,1003279528.43026,9126996.64000005,1003279528.43026,9126996.64000005
West Virginia,Fraud,2,Fraud,2020,819552937.990118,2562515.09,819552937.990118,2562515.09
Georgia,Other,2,Other,2020,280093545.500005,6332849.87000001,280093545.500005,6332849.87000001
Alaska,Fraud,1,Fraud,2020,731467189.080063,1425087.7,731467189.080063,1425087.7
Rhode Island,Fraud,1,Fraud,2019,508677995.648923,486186.07,508677995.648923,486186.07
Alaska,Other,1,Other,2022,211915621.62,105960.02,211915621.62,105960.02
Arizona,Fraud,2,Fraud,2021,1363092689.48017,26892812.2699999,1363092689.48017,26892812.2699999
Massachusetts,Other,1,Other,2019,196919122.739999,3285475.14,196919122.739999,3285475.14
Minnesota,Other,4,Other,2020,330804770.270009,2498397.98,330804770.270009,2498397.98
Utah,Fraud,3,Fraud,2021,1605525076.80025,8108862.70000002,1605525076.80025,8108862.70000002
Kansas,Fraud,1,Fraud,2019,508677995.648923,1663400.31,508677995.648923,1663400.31
Hawaii,Other,2,Other,2018,193419326.630001,1169826.3,193419326.630001,1169826.3
Vermont,Other,3,Other,2019,282964798.270002,97956.03,282964798.270002,97956.03
Hawaii,Fraud,4,Fraud,2018,397093881.427538,746584.9,397093881.427538,746584.9
Indiana,Fraud,1,Fraud,2022,1691830157.70014,12950606.21,1691830157.70014,12950606.21
West Virginia,Fraud,3,Fraud,2019,665445943.337642,810600.989999999,665445943.337642,810600.989999999
California,Fraud,3,Fraud,2019,665445943.337642,74913424.14,665445943.337642,74913424.14
Montana,Fraud,2,Fraud,2019,602374374.655126,754472.89,602374374.655126,754472.89
Oklahoma,Fraud,4,Fraud,2018,397093881.427538,3410500.12000001,397093881.427538,3410500.12000001
Ohio,Fraud,2,Fraud,2018,436359324.65002,7782952.77000005,436359324.65002,7782952.77000005
Maryland,Fraud,1,Fraud,2019,508677995.648923,7378396.60000002,508677995.648923,7378396.60000002
Vermont,Other,1,Other,2018,122608613.55,60126.92,122608613.55,60126.92
Vermont,Fraud,1,Fraud,2020,731467189.080063,1046470.61,731467189.080063,1046470.61
Louisiana,Fraud,2,Fraud,2020,819552937.990118,6024770.26,819552937.990118,6024770.26
Louisiana,Other,1,Other,2022,211915621.62,963824.49,211915621.62,963824.49
Illinois,Fraud,4,Fraud,2021,1831379366.41022,44650198.6,1831379366.41022,44650198.6
Washington,Fraud,3,Fraud,2018,434213799.69002,8328525.23000001,434213799.69002,8328525.23000001
Arizona,Fraud,4,Fraud,2018,397093881.427538,7844669.06000002,397093881.427538,7844669.06000002
Maine,Fraud,4,Fraud,2021,1831379366.41022,2391421.8,1831379366.41022,2391421.8
Missouri,Other,3,Other,2019,282964798.270002,3311297.67,282964798.270002,3311297.67
Arkansas,Fraud,2,Fraud,2020,819552937.990118,2327921.71,819552937.990118,2327921.71
Florida,Fraud,4,Fraud,2020,1003279528.43026,62744998.1199995,1003279528.43026,62744998.1199995
Colorado,IDT,2,Identity Theft,2021,0,0,0,0
Georgia,Other,4,Other,2020,330804770.270009,8753854.64000002,330804770.270009,8753854.64000002
North Carolina,Fraud,1,Fraud,2019,508677995.648923,8901899.77000003,508677995.648923,8901899.77000003
California,Other,2,Other,2020,280093545.500005,36975226.81,280093545.500005,36975226.81
Kentucky,Fraud,1,Fraud,2018,348224707.170025,2417271.12000001,348224707.170025,2417271.12000001
Illinois,Fraud,3,Fraud,2020,890919586.840231,25430329.9199999,890919586.840231,25430329.9199999
North Carolina,Other,3,Other,2019,282964798.270002,5722288.34000001,282964798.270002,5722288.34000001
Illinois,Other,2,Other,2018,193419326.630001,5691990.69000001,193419326.630001,5691990.69000001
Alabama,Other,4,Other,2021,198243503.149999,1178133.46,198243503.149999,1178133.46
Utah,Fraud,2,Fraud,2021,1363092689.48017,10843249.88,1363092689.48017,10843249.88
Arizona,Other,1,Other,2019,196919122.739999,3870258.01,196919122.739999,3870258.01
Vermont,Other,1,Other,2020,273618221.910002,106880.6,273618221.910002,106880.6
New Jersey,Other,1,Other,2021,279256627.530002,7202432.57,279256627.530002,7202432.57
Alabama,Other,1,Other,2019,196919122.739999,1526160.19,196919122.739999,1526160.19
New Mexico,Fraud,1,Fraud,2019,508677995.648923,3449532.85,508677995.648923,3449532.85
Alabama,Other,4,Other,2020,330804770.270009,2643001.89,330804770.270009,2643001.89
Texas,Other,3,Other,2021,196990073.340001,10242596.69,196990073.340001,10242596.69
Oregon,Other,1,Other,2019,196919122.739999,2418367.98,196919122.739999,2418367.98
New Mexico,Fraud,1,Fraud,2019,508677995.648923,3449532.85,508677995.648923,3449532.85
Arizona,Fraud,2,Fraud,2020,819552937.990118,19062351.4900001,819552937.990118,19062351.4900001
Texas,Fraud,2,Fraud,2018,436359324.65002,24486067.1599998,436359324.65002,24486067.1599998
Michigan,Fraud,3,Fraud,2021,1605525076.80025,25557410.6199999,1605525076.80025,25557410.6199999
Florida,Other,4,Other,2018,198059364.600001,12108863.01,198059364.600001,12108863.01
Washington,IDT,1,Identity Theft,2022,0,0,0,0
Ohio,Fraud,2,Fraud,2019,602374374.655126,10305767.25,602374374.655126,10305767.25
Missouri,Other,4,Other,2021,198243503.149999,1328075.37,198243503.149999,1328075.37
California,Fraud,2,Fraud,2019,602374374.655126,78816183.1500001,602374374.655126,78816183.1500001
Florida,Fraud,3,Fraud,2019,665445943.337642,39064918.0799998,665445943.337642,39064918.0799998
Wisconsin,Other,4,Other,2018,198059364.600001,1540636.28,198059364.600001,1540636.28
Mississippi,Fraud,4,Fraud,2019,665563062.760347,2654546.54,665563062.760347,2654546.54
Delaware,Fraud,1,Fraud,2022,1691830157.70014,3659211,1691830157.70014,3659211
Rhode Island,Fraud,4,Fraud,2018,397093881.427538,343226.64,397093881.427538,343226.64
Massachusetts,Other,2,Other,2021,193273318.52,2425010.77,193273318.52,2425010.77
New Jersey,Fraud,1,Fraud,2019,508677995.648923,9866464.12000003,508677995.648923,9866464.12000003
Georgia,Other,4,Other,2020,330804770.270009,8753854.64000002,330804770.270009,8753854.64000002
Iowa,Fraud,1,Fraud,2018,348224707.170025,1241270.65,348224707.170025,1241270.65
Wyoming,Fraud,4,Fraud,2020,1003279528.43026,1005806.38,1003279528.43026,1005806.38
Virginia,Fraud,4,Fraud,2019,665563062.760347,13607647.11,665563062.760347,13607647.11
Virginia,Fraud,3,Fraud,2018,434213799.69002,9021263.42000001,434213799.69002,9021263.42000001
Kentucky,Fraud,4,Fraud,2020,1003279528.43026,3600902.56000001,1003279528.43026,3600902.56000001
Florida,Fraud,2,Fraud,2020,819552937.990118,51921387.9799997,819552937.990118,51921387.9799997
North Dakota,Fraud,4,Fraud,2020,1003279528.43026,741199.61,1003279528.43026,741199.61
Maine,Fraud,1,Fraud,2021,1299670971.24025,2283893.23,1299670971.24025,2283893.23
Oklahoma,Fraud,4,Fraud,2018,397093881.427538,3410500.12000001,397093881.427538,3410500.12000001
Kentucky,Fraud,4,Fraud,2018,397093881.427538,2725454.45,397093881.427538,2725454.45
New Hampshire,Fraud,1,Fraud,2020,731467189.080063,2140438.83,731467189.080063,2140438.83
Florida,Fraud,3,Fraud,2021,1605525076.80025,84802124.0999995,1605525076.80025,84802124.0999995
South Carolina,Other,2,Other,2021,193273318.52,1482401.66,193273318.52,1482401.66
Delaware,Fraud,1,Fraud,2019,508677995.648923,2305703.16,508677995.648923,2305703.16
District of Columbia,Fraud,3,Fraud,2020,890919586.840231,2718222.93,890919586.840231,2718222.93
Iowa,Fraud,2,Fraud,2021,1363092689.48017,5678222.33000001,1363092689.48017,5678222.33000001
Ohio,Fraud,4,Fraud,2021,1831379366.41022,23032525.53,1831379366.41022,23032525.53
New Jersey,Fraud,3,Fraud,2020,890919586.840231,20367197.01,890919586.840231,20367197.01
Delaware,Other,2,Other,2021,193273318.52,821332.84,193273318.52,821332.84
Alaska,Other,4,Other,2021,198243503.149999,107204.25,198243503.149999,107204.25
Michigan,Fraud,4,Fraud,2018,397093881.427538,7516818.32000005,397093881.427538,7516818.32000005
Delaware,Other,3,Other,2018,229059946.16,332492.63,229059946.16,332492.63
Tennessee,Other,1,Other,2020,273618221.910002,3773960.34,273618221.910002,3773960.34
Texas,Fraud,1,Fraud,2018,348224707.170025,19289970.3699998,348224707.170025,19289970.3699998
Texas,Other,3,Other,2019,282964798.270002,59569958.0300001,282964798.270002,59569958.0300001
Tennessee,Other,3,Other,2019,282964798.270002,1797868.47,282964798.270002,1797868.47
New Hampshire,Fraud,3,Fraud,2018,434213799.69002,782234.33,434213799.69002,782234.33
District of Columbia,Other,4,Other,2021,198243503.149999,143930.46,198243503.149999,143930.46
Oregon,Other,1,Other,2022,211915621.62,1287824.68,211915621.62,1287824.68
Hawaii,Other,1,Other,2018,122608613.55,81425.38,122608613.55,81425.38
Minnesota,Fraud,2,Fraud,2020,819552937.990118,9389989.05000005,819552937.990118,9389989.05000005
Rhode Island,Fraud,1,Fraud,2019,508677995.648923,486186.07,508677995.648923,486186.07
Delaware,Fraud,2,Fraud,2020,819552937.990118,2303623.09,819552937.990118,2303623.09
Kansas,Fraud,2,Fraud,2018,436359324.65002,2740566.55,436359324.65002,2740566.55
New York,Fraud,1,Fraud,2022,1691830157.70014,72878549.8300001,1691830157.70014,72878549.8300001
Vermont,Other,2,Other,2018,193419326.630001,512531.8,193419326.630001,512531.8
Colorado,Fraud,2,Fraud,2019,602374374.655126,9371251.92000002,602374374.655126,9371251.92000002
Illinois,Other,4,Other,2018,198059364.600001,5172602.65000001,198059364.600001,5172602.65000001
Puerto Rico,Other,1,Other,2019,196919122.739999,48084.56,196919122.739999,48084.56
Alabama,Other,2,Other,2019,195488970.690001,1017430.51,195488970.690001,1017430.51
Arkansas,Fraud,2,Fraud,2018,436359324.65002,858274.11,436359324.65002,858274.11
Oklahoma,Fraud,2,Fraud,2019,602374374.655126,4298248.83,602374374.655126,4298248.83
Oregon,Fraud,3,Fraud,2019,665445943.337642,7302494.03000003,665445943.337642,7302494.03000003
Tennessee,Other,2,Other,2018,193419326.630001,3576093.65,193419326.630001,3576093.65
Washington,Other,4,Other,2021,198243503.149999,3956625.17,198243503.149999,3956625.17
Nebraska,Other,3,Other,2020,332376597.910007,1948950.62,332376597.910007,1948950.62
Louisiana,Fraud,2,Fraud,2019,602374374.655126,2766771.75,602374374.655126,2766771.75
Arizona,Fraud,4,Fraud,2020,1003279528.43026,19465014.68,1003279528.43026,19465014.68
New Mexico,Fraud,2,Fraud,2021,1363092689.48017,8807456.17000001,1363092689.48017,8807456.17000001
Montana,Fraud,1,Fraud,2019,508677995.648923,1193311.69,508677995.648923,1193311.69
Nebraska,Other,1,Other,2018,122608613.55,395677.26,122608613.55,395677.26
Ohio,Fraud,3,Fraud,2021,1605525076.80025,20262908.3999999,1605525076.80025,20262908.3999999
Mississippi,Other,3,Other,2019,282964798.270002,1034190.81,282964798.270002,1034190.81
New York,Fraud,1,Fraud,2018,348224707.170025,12401337.5500001,348224707.170025,12401337.5500001
Georgia,Other,4,Other,2018,198059364.600001,5994962.28000001,198059364.600001,5994962.28000001
Nevada,Fraud,4,Fraud,2018,397093881.427538,2651678.59,397093881.427538,2651678.59
Georgia,Fraud,1,Fraud,2018,348224707.170025,6647961.79000002,348224707.170025,6647961.79000002
Virginia,Fraud,1,Fraud,2020,731467189.080063,16191465.56,731467189.080063,16191465.56
Florida,Other,1,Other,2020,273618221.910002,17865182.91,273618221.910002,17865182.91
Iowa,Fraud,2,Fraud,2018,436359324.65002,1559193.12,436359324.65002,1559193.12
New York,Fraud,4,Fraud,2019,665563062.760347,35551334.1599998,665563062.760347,35551334.1599998
Washington,Fraud,1,Fraud,2021,1299670971.24025,28778048.64,1299670971.24025,28778048.64
Rhode Island,Other,2,Other,2018,193419326.630001,618155.54,193419326.630001,618155.54
Arizona,Fraud,2,Fraud,2021,1363092689.48017,26892812.2699999,1363092689.48017,26892812.2699999
New Mexico,Fraud,4,Fraud,2019,665563062.760347,2529753.56,665563062.760347,2529753.56
North Dakota,Other,2,Other,2019,195488970.690001,228417.14,195488970.690001,228417.14
North Dakota,Fraud,4,Fraud,2019,665563062.760347,1501226.44,665563062.760347,1501226.44
California,Other,3,Other,2021,196990073.340001,25839496.46,196990073.340001,25839496.46
South Carolina,Fraud,3,Fraud,2019,665445943.337642,8313680.21000002,665445943.337642,8313680.21000002
Rhode Island,Other,3,Other,2018,229059946.16,250011.58,229059946.16,250011.58
Maryland,Fraud,3,Fraud,2018,434213799.69002,4865006.20000002,434213799.69002,4865006.20000002
Kentucky,Other,1,Other,2022,211915621.62,2276435.01,211915621.62,2276435.01
Kansas,Other,3,Other,2020,332376597.910007,828998.14,332376597.910007,828998.14
Missouri,Other,2,Other,2018,193419326.630001,2261424.84,193419326.630001,2261424.84
Virginia,Fraud,2,Fraud,2020,819552937.990118,20709702.3900001,819552937.990118,20709702.3900001
North Dakota,Other,1,Other,2019,196919122.739999,107937.38,196919122.739999,107937.38
Oklahoma,Fraud,3,Fraud,2020,890919586.840231,4251473.11000001,890919586.840231,4251473.11000001
Wyoming,Other,2,Other,2021,193273318.52,86036.76,193273318.52,86036.76
Wisconsin,Fraud,1,Fraud,2022,1691830157.70014,16678174.62,1691830157.70014,16678174.62
Oklahoma,Fraud,1,Fraud,2020,731467189.080063,3283004.26,731467189.080063,3283004.26
Washington,Fraud,1,Fraud,2021,1299670971.24025,28778048.64,1299670971.24025,28778048.64
Idaho,Other,4,Other,2021,198243503.149999,1016431,198243503.149999,1016431
New Jersey,Fraud,3,Fraud,2019,665445943.337642,13935227.15,665445943.337642,13935227.15
Arizona,Other,3,Other,2018,229059946.16,4040393.8,229059946.16,4040393.8
Alabama,Fraud,4,Fraud,2019,665563062.760347,4779420.22000001,665563062.760347,4779420.22000001
Connecticut,Fraud,1,Fraud,2019,508677995.648923,2572774.55,508677995.648923,2572774.55
Connecticut,Fraud,2,Fraud,2018,436359324.65002,2134109.81,436359324.65002,2134109.81
Arizona,Fraud,1,Fraud,2019,508677995.648923,9901590.93000002,508677995.648923,9901590.93000002
West Virginia,Other,4,Other,2021,198243503.149999,352878.06,198243503.149999,352878.06
Illinois,Other,2,Other,2021,193273318.52,6443089.44,193273318.52,6443089.44
Georgia,Fraud,4,Fraud,2020,1003279528.43026,19705407.05,1003279528.43026,19705407.05
Washington,Other,4,Other,2019,295265401.890004,3875208.84,295265401.890004,3875208.84
Alaska,Fraud,2,Fraud,2020,819552937.990118,1064029.28,819552937.990118,1064029.28
Nevada,Other,1,Other,2019,196919122.739999,1507847.4,196919122.739999,1507847.4
Michigan,Fraud,1,Fraud,2021,1299670971.24025,17591368.0000001,1299670971.24025,17591368.0000001
District of Columbia,Fraud,1,Fraud,2018,348224707.170025,1206368.01,348224707.170025,1206368.01
Arkansas,Fraud,1,Fraud,2018,348224707.170025,964734.44,348224707.170025,964734.44
Indiana,Fraud,3,Fraud,2020,890919586.840231,8557687.11000006,890919586.840231,8557687.11000006
Massachusetts,Other,4,Other,2021,198243503.149999,1484586.22,198243503.149999,1484586.22
Hawaii,Fraud,4,Fraud,2019,665563062.760347,1951444.45,665563062.760347,1951444.45
Vermont,Fraud,1,Fraud,2018,348224707.170025,97935.96,348224707.170025,97935.96
Alabama,Fraud,1,Fraud,2022,1691830157.70014,12820986.35,1691830157.70014,12820986.35
Oregon,Fraud,4,Fraud,2021,1831379366.41022,19974161.89,1831379366.41022,19974161.89
Georgia,Other,1,Other,2019,196919122.739999,7246489.24000001,196919122.739999,7246489.24000001
Kansas,Other,4,Other,2021,198243503.149999,751536.54,198243503.149999,751536.54
California,Fraud,3,Fraud,2018,434213799.69002,40149675.66,434213799.69002,40149675.66
Massachusetts,Fraud,3,Fraud,2019,665445943.337642,5254417.06000003,665445943.337642,5254417.06000003
West Virginia,Fraud,1,Fraud,2020,731467189.080063,1711447.02,731467189.080063,1711447.02
Texas,Other,1,Other,2020,273618221.910002,21224548.72,273618221.910002,21224548.72
Mississippi,Fraud,3,Fraud,2020,890919586.840231,2953705.21000001,890919586.840231,2953705.21000001
Mississippi,Other,1,Other,2018,122608613.55,529454.53,122608613.55,529454.53
Washington,Other,4,Other,2018,198059364.600001,2293293.17,198059364.600001,2293293.17
Mississippi,Other,2,Other,2020,280093545.500005,1012080.63,280093545.500005,1012080.63
Nebraska,Fraud,4,Fraud,2020,1003279528.43026,3846127.2,1003279528.43026,3846127.2
South Carolina,Fraud,3,Fraud,2018,434213799.69002,3850101.71000001,434213799.69002,3850101.71000001
Michigan,Other,1,Other,2019,196919122.739999,2584798.78,196919122.739999,2584798.78
Alabama,Fraud,1,Fraud,2018,348224707.170025,1926297.8,348224707.170025,1926297.8
New Mexico,Fraud,4,Fraud,2019,665563062.760347,2529753.56,665563062.760347,2529753.56
Virginia,IDT,4,Identity Theft,2019,0,0,0,0
Utah,Fraud,2,Fraud,2018,436359324.65002,3991439.55000001,436359324.65002,3991439.55000001
Missouri,Fraud,3,Fraud,2020,890919586.840231,10077468.7700001,890919586.840231,10077468.7700001
New Hampshire,Fraud,4,Fraud,2018,397093881.427538,1306716.29,397093881.427538,1306716.29
New York,Fraud,2,Fraud,2021,1363092689.48017,61031084.68,1363092689.48017,61031084.68
Colorado,Other,3,Other,2020,332376597.910007,7302028.50000001,332376597.910007,7302028.50000001
Kansas,Other,1,Other,2022,211915621.62,612110.24,211915621.62,612110.24
Hawaii,Fraud,2,Fraud,2020,819552937.990118,3534578.26000001,819552937.990118,3534578.26000001
Hawaii,Other,1,Other,2022,211915621.62,1165716.15,211915621.62,1165716.15
New Mexico,Other,1,Other,2018,122608613.55,404516.62,122608613.55,404516.62
Oregon,Fraud,3,Fraud,2020,890919586.840231,9214337.39000005,890919586.840231,9214337.39000005
South Carolina,Other,4,Other,2021,198243503.149999,1595986.11,198243503.149999,1595986.11
New Jersey,Fraud,1,Fraud,2022,1691830157.70014,46012157.83,1691830157.70014,46012157.83
West Virginia,Fraud,1,Fraud,2019,508677995.648923,2661009.39,508677995.648923,2661009.39
Illinois,Fraud,4,Fraud,2020,1003279528.43026,25462977.6299998,1003279528.43026,25462977.6299998
Arkansas,Other,4,Other,2020,330804770.270009,891122.76,330804770.270009,891122.76
Michigan,IDT,4,Identity Theft,2019,0,0,0,0
South Dakota,Fraud,2,Fraud,2021,1363092689.48017,855280.46,1363092689.48017,855280.46
Delaware,Other,2,Other,2020,280093545.500005,396119.52,280093545.500005,396119.52
Texas,Fraud,1,Fraud,2020,731467189.080063,46058066.0199997,731467189.080063,46058066.0199997
New Jersey,Other,3,Other,2019,282964798.270002,5126002.04000001,282964798.270002,5126002.04000001
Mississippi,Fraud,1,Fraud,2020,731467189.080063,2333705.55,731467189.080063,2333705.55
California,Fraud,4,Fraud,2020,1003279528.43026,121246116.049999,1003279528.43026,121246116.049999
Delaware,Fraud,2,Fraud,2021,1363092689.48017,2818573.64,1363092689.48017,2818573.64
Arkansas,Fraud,3,Fraud,2020,890919586.840231,3566255.18000001,890919586.840231,3566255.18000001
South Carolina,Fraud,1,Fraud,2022,1691830157.70014,12751372.92,1691830157.70014,12751372.92
