State Name,Quarter,Year,Fixed State F&O,Reports per 100K-F&O together,State Pop,State Total Reports Quarter
Washington,3,2018,11757,154.394815528,7614893,11757
North Carolina,2,2020,23052,219.792289993,10488084,23052
Oregon,2,2020,9425,223.461064547,4217737,9425
California,4,2019,57555,145.663786115,39512223,57555
Pennsylvania,2,2021,38158,298.063058795,12801989,38158
Vermont,4,2021,1081,173.240233402,623989,1081
Montana,1,2020,1604,150.077939479,1068778,1604
Colorado,2,2020,14876,258.320575904,5758736,0
Nevada,4,2020,9672,314.010069620,3080156,9672
Montana,3,2020,2111,197.515293167,1068778,2111
Kansas,1,2018,4099,140.698874203,2913314,4099
Connecticut,4,2021,6685,187.502436690,3565287,6685
Florida,1,2019,44731,208.266820662,21477737,44731
South Dakota,4,2018,838,94.725764391,884659,838
Connecticut,1,2021,9418,264.158257105,3565287,9418
New Hampshire,3,2018,2031,149.369976414,1359711,2031
Virginia,4,2021,20058,234.994497698,8535519,20058
Indiana,2,2018,9613,142.790957929,6732219,9613
Montana,1,2022,1632,152.697753883,1068778,1632
New Jersey,1,2019,14368,161.761907818,8882190,14368
Connecticut,4,2019,5721,160.463940210,3565287,5721
Washington,4,2020,18564,243.785434674,7614893,18564
Nebraska,4,2021,2958,152.915000352,1934408,2958
Pennsylvania,3,2019,24140,188.564448852,12801989,24140
Iowa,2,2021,5185,164.338667605,3155070,5185
Mississippi,4,2020,5768,193.807500901,2976149,5768
Florida,4,2018,46559,216.777959428,21477737,46559
Hawaii,3,2021,3296,232.789404692,1415872,3296
Utah,2,2021,6880,214.600440804,3205958,6880
Alabama,3,2019,9359,190.875930645,4903185,9359
California,4,2020,87759,222.105954403,39512223,87759
Michigan,3,2018,18726,187.506439714,9986857,18726
Kentucky,2,2019,7045,157.688353646,4467673,7045
Washington,2,2019,15513,203.719211813,7614893,15513
Oklahoma,4,2019,4659,117.741575564,3956971,4659
New York,2,2018,31185,160.304840846,19453561,31185
Massachusetts,1,2022,13697,198.723163414,6892503,13697
Maryland,3,2020,19005,314.356697675,6045680,19005
Puerto Rico,4,2018,821,25.706908677,3193694,821
North Carolina,3,2019,20803,198.348907198,10488084,0
Oklahoma,4,2021,6105,154.284678862,3956971,6105
California,1,2018,64431,163.065996059,39512223,64431
New Hampshire,1,2022,2363,173.786929723,1359711,2363
California,1,2020,64095,162.215626289,39512223,64095
Washington,3,2019,16154,212.136926940,7614893,16154
Maine,1,2022,2247,167.161132321,1344212,2247
Indiana,1,2019,9408,139.745899532,6732219,9408
New York,3,2018,31798,163.455934880,19453561,31798
Oregon,2,2021,10917,258.835484526,4217737,10917
New Jersey,1,2021,28992,326.405987712,8882190,28992
North Dakota,1,2022,863,113.245378985,762062,863
Massachusetts,3,2020,15198,220.500448096,6892503,15198
Wisconsin,1,2018,7761,133.294769851,5822434,7761
New Jersey,3,2018,14719,165.713635939,8882190,14719
Iowa,1,2019,3725,118.063941529,3155070,3725
Nebraska,4,2018,2155,111.403592210,1934408,2155
New Mexico,1,2020,3290,156.903591089,2096829,3290
Alabama,2,2020,10855,221.386710883,4903185,10855
Pennsylvania,4,2019,19706,153.929205844,12801989,19706
New Hampshire,2,2018,2027,149.075796254,1359711,2027
Montana,3,2018,1746,163.364141103,1068778,1746
Louisiana,3,2020,10529,226.488848506,4648794,10529
Texas,4,2020,70004,241.427394463,28995881,70004
Ohio,1,2019,19143,163.767954761,11689100,19143
South Carolina,4,2020,13198,256.335853963,5148714,13198
South Dakota,4,2020,1256,141.975608681,884659,1256
South Dakota,4,2021,987,111.568412236,884659,987
Delaware,1,2018,2000,205.388574644,973764,2000
Utah,2,2021,6880,214.600440804,3205958,6880
Florida,2,2019,53560,249.374503468,21477737,53560
South Carolina,4,2019,9198,178.646551352,5148714,9198
New Hampshire,3,2019,2363,173.786929723,1359711,2363
California,1,2018,64431,163.065996059,39512223,64431
North Carolina,4,2018,17600,167.809487414,10488084,17600
Louisiana,1,2021,13489,290.161276236,4648794,13489
Georgia,1,2018,24945,234.944016076,10617423,24945
Utah,2,2019,5078,158.392592791,3205958,5078
Utah,3,2019,5418,168.997847133,3205958,5418
Idaho,4,2018,2321,129.877760462,1787065,2321
New Jersey,4,2021,20995,236.371885762,8882190,20995
Georgia,1,2018,24945,234.944016076,10617423,24945
Tennessee,4,2021,15365,224.990606477,6829174,15365
Pennsylvania,1,2018,21026,164.240103628,12801989,21026
Colorado,2,2021,16056,278.811183565,5758736,16056
Wyoming,3,2018,686,118.529474272,578759,686
Montana,4,2018,1443,135.014006651,1068778,1443
Ohio,4,2019,18599,159.114046419,11689100,18599
Michigan,2,2021,23109,231.394121294,9986857,23109
Delaware,3,2019,2525,259.303075489,973764,2525
Oregon,3,2021,10503,249.019794264,4217737,10503
Tennessee,1,2019,11301,165.481213394,6829174,11301
New Mexico,1,2022,3617,172.498568076,2096829,3617
Oregon,2,2021,10917,258.835484526,4217737,10917
Hawaii,2,2019,2146,151.567373322,1415872,2146
Iowa,1,2019,3725,118.063941529,3155070,3725
South Carolina,2,2020,11468,222.735230584,5148714,11468
Nevada,4,2020,9672,314.010069620,3080156,9672
Washington,1,2020,12332,161.945808037,7614893,12332
Washington,4,2020,18564,243.785434674,7614893,18564
Montana,2,2018,1662,155.504697889,1068778,1662
New Hampshire,4,2021,2382,175.184285484,1359711,2382
Wisconsin,2,2020,10398,178.585107191,5822434,10398
Nebraska,3,2018,2258,116.728218659,1934408,2258
Indiana,2,2018,9613,142.790957929,6732219,9613
Pennsylvania,2,2020,29163,227.800539432,12801989,29163
Tennessee,4,2020,18160,265.917957282,6829174,18160
New York,3,2019,35562,182.804577527,19453561,35562
South Carolina,1,2021,16219,315.010699759,5148714,16219
Tennessee,3,2020,18443,270.061943070,6829174,18443
South Carolina,4,2018,9814,190.610703954,5148714,9814
California,1,2018,64431,163.065996059,39512223,64431
North Carolina,2,2021,29180,278.220502429,10488084,29180
Utah,2,2018,3891,121.367778368,3205958,3891
Pennsylvania,2,2020,29163,227.800539432,12801989,29163
Nevada,2,2018,6963,226.059978780,3080156,6963
Michigan,3,2020,20907,209.345142321,9986857,20907
Wisconsin,2,2021,12068,207.267270011,5822434,12068
Michigan,1,2021,26451,264.858103005,9986857,26451
Oklahoma,2,2018,5242,132.475067419,3956971,5242
Texas,1,2022,61721,212.861268123,28995881,61721
Missouri,3,2018,11096,180.792344937,6137428,11096
West Virginia,2,2019,2931,163.546851904,1792147,2931
Indiana,1,2019,9408,139.745899532,6732219,9408
Indiana,1,2022,11612,172.483990791,6732219,11612
Maryland,3,2018,12271,202.971377910,6045680,12271
Texas,3,2019,53177,183.395013933,28995881,53177
Nebraska,3,2021,3243,167.648190041,1934408,0
Utah,3,2019,5418,168.997847133,3205958,5418
Montana,3,2018,1746,163.364141103,1068778,1746
Colorado,4,2019,9837,170.818735222,5758736,9837
Florida,4,2018,46559,216.777959428,21477737,46559
Utah,3,2020,6471,201.842943669,3205958,6471
Georgia,1,2019,21230,199.954358040,10617423,21230
Pennsylvania,4,2018,19324,150.945294516,12801989,19324
Massachusetts,4,2018,8914,129.328924485,6892503,8914
Idaho,3,2019,2981,166.809825048,1787065,2981
North Dakota,1,2020,725,95.136616181,762062,725
Mississippi,2,2021,7159,240.545752246,2976149,7159
Nebraska,1,2018,2150,111.145115198,1934408,2150
Michigan,4,2020,20634,206.611549560,9986857,20634
Minnesota,3,2019,8899,157.793983721,5639632,8899
Nevada,1,2021,11896,386.214204735,3080156,11896
Delaware,4,2020,2971,305.104727634,973764,2971
Nebraska,1,2020,2449,126.602040521,1934408,2449
South Dakota,1,2022,1098,124.115619691,884659,1098
Pennsylvania,4,2019,19706,153.929205844,12801989,19706
Nevada,1,2022,8568,278.167729167,3080156,8568
Louisiana,4,2018,6882,148.038394474,4648794,6882
Texas,2,2019,51744,178.452932677,28995881,51744
Colorado,3,2021,16392,284.645797272,5758736,16392
Rhode Island,3,2018,1744,164.627544340,1059361,1744
District of Columbia,1,2020,1942,275.168650611,705749,1942
Hawaii,1,2019,1718,121.338652082,1415872,1718
Puerto Rico,3,2019,1124,35.194354876,3193694,1124
Ohio,2,2021,30589,261.688239471,11689100,30589
Nevada,1,2021,11896,386.214204735,3080156,11896
Idaho,3,2018,2593,145.098247685,1787065,2593
Arkansas,1,2022,4738,157.001581282,3017804,4738
Pennsylvania,3,2020,31348,244.868199777,12801989,31348
Connecticut,1,2022,7002,196.393726508,3565287,7002
Ohio,1,2021,34337,293.752299150,11689100,34337
Washington,3,2021,19394,254.685128209,7614893,19394
Utah,1,2019,4149,129.415294898,3205958,4149
New York,2,2019,39284,201.937321398,19453561,39284
Maryland,1,2018,11547,190.995884665,6045680,11547
Montana,1,2022,1632,152.697753883,1068778,1632
Delaware,3,2018,2078,213.398729056,973764,2078
Mississippi,4,2018,4028,135.342686136,2976149,4028
District of Columbia,1,2019,1883,266.808737951,705749,1883
New Mexico,3,2021,4724,225.292572737,2096829,4724
West Virginia,4,2020,3261,181.960519980,1792147,3261
Louisiana,4,2020,9730,209.301595209,4648794,9730
Virginia,1,2019,14590,170.932781006,8535519,14590
Tennessee,2,2018,12486,182.833238690,6829174,12486
Minnesota,4,2021,9218,163.450381160,5639632,9218
New Hampshire,4,2019,2029,149.222886334,1359711,2029
Washington,2,2020,18941,248.736259328,7614893,18941
Maryland,3,2018,12271,202.971377910,6045680,12271
Pennsylvania,2,2019,23944,187.033436757,12801989,23944
California,2,2020,90270,228.460949919,39512223,90270
District of Columbia,4,2021,2618,370.953412616,705749,2618
Ohio,2,2020,24379,208.561822553,11689100,24379
Idaho,4,2021,2933,164.123856715,1787065,2933
Oregon,4,2018,6267,148.586789551,4217737,6267
New Mexico,1,2020,3290,156.903591089,2096829,3290
Montana,4,2020,1981,185.351869144,1068778,1981
Arkansas,3,2020,7580,251.176020709,3017804,7580
Kentucky,4,2018,6077,136.021593344,4467673,6077
Utah,4,2018,3866,120.587980254,3205958,3866
Washington,3,2020,18563,243.772302513,7614893,18563
Puerto Rico,4,2020,2035,63.719316879,3193694,2035
Montana,1,2019,1291,120.792157024,1068778,1291
Alaska,1,2021,2665,364.297479991,731545,2665
Puerto Rico,4,2020,2035,63.719316879,3193694,2035
Oklahoma,1,2018,5201,131.438921337,3956971,5201
Florida,4,2018,46559,216.777959428,21477737,46559
Maryland,3,2020,19005,314.356697675,6045680,0
North Dakota,4,2019,673,88.313024400,762062,0
Alaska,4,2018,835,114.141987164,731545,835
Colorado,1,2020,10748,186.638178934,5758736,10748
Maine,4,2021,2077,154.514317682,1344212,2077
Delaware,3,2020,3183,326.875916547,973764,0
Kansas,2,2019,4682,160.710448651,2913314,4682
Michigan,2,2018,21019,210.466616274,9986857,21019
Vermont,1,2022,1097,175.804381167,623989,1097
Utah,2,2020,6377,198.910902763,3205958,6377
Alabama,2,2021,17554,358.012190036,4903185,17554
New York,1,2018,29975,154.084899932,19453561,29975
Iowa,3,2019,4560,144.529281442,3155070,4560
Mississippi,1,2020,4045,135.913894096,2976149,4045
Pennsylvania,2,2020,29163,227.800539432,12801989,29163
Nevada,1,2018,6466,209.924432399,3080156,6466
Texas,1,2018,54509,187.988769853,28995881,54509
Colorado,2,2020,14876,258.320575904,5758736,14876
Idaho,4,2019,2255,126.184554003,1787065,2255
New York,3,2020,49583,254.878785432,19453561,49583
Virginia,2,2020,21525,252.181501793,8535519,21525
Iowa,2,2020,4259,134.989081066,3155070,4259
District of Columbia,2,2018,2210,313.142491169,705749,2210
Tennessee,4,2021,15365,224.990606477,6829174,15365
Idaho,1,2019,2435,136.256935254,1787065,2435
Iowa,1,2022,3919,124.212774994,3155070,3919
Nebraska,1,2018,2150,111.145115198,1934408,2150
New Jersey,3,2020,22338,251.492030682,8882190,22338
Rhode Island,3,2019,1785,168.497801977,1059361,1785
Louisiana,2,2018,7265,156.277090359,4648794,7265
Iowa,2,2020,4259,134.989081066,3155070,4259
Florida,3,2020,72298,336.618331810,21477737,72298
California,4,2018,59360,150.231992768,39512223,59360
South Dakota,4,2019,770,87.039186851,884659,770
Michigan,4,2019,14388,144.069350347,9986857,14388
Maine,4,2020,2510,186.726498499,1344212,2510
Minnesota,1,2021,14000,248.243147780,5639632,14000
Arkansas,1,2020,4943,163.794600312,3017804,4943
Idaho,3,2019,2981,166.809825048,1787065,2981
California,3,2021,103498,261.939197903,39512223,103498
Washington,1,2020,12332,161.945808037,7614893,12332
Illinois,3,2020,28068,221.499340939,12671821,28068
Washington,1,2021,22893,300.634559146,7614893,22893
Tennessee,3,2018,19639,287.575042018,6829174,19639
Washington,3,2020,18563,243.772302513,7614893,18563
Wyoming,4,2018,716,123.712978977,578759,716
Illinois,3,2021,36057,284.544739071,12671821,36057
South Dakota,4,2018,838,94.725764391,884659,838
Montana,3,2018,1746,163.364141103,1068778,1746
Montana,2,2020,1948,182.264230738,1068778,1948
Nebraska,2,2019,2764,142.886092282,1934408,2764
Delaware,1,2021,3822,392.497566145,973764,3822
Wyoming,4,2021,891,153.950089761,578759,0
Minnesota,1,2020,8431,149.495569924,5639632,8431
Massachusetts,2,2021,17964,260.631007342,6892503,17964
Mississippi,3,2019,4706,158.123803613,2976149,4706
Iowa,2,2020,4259,134.989081066,3155070,4259
North Carolina,2,2018,17703,168.791554301,10488084,17703
Massachusetts,3,2020,15198,220.500448096,6892503,15198
Utah,3,2021,6702,209.048278237,3205958,6702
Maryland,1,2018,11547,190.995884665,6045680,11547
Hawaii,3,2018,1682,118.796049360,1415872,1682
Idaho,4,2019,2255,126.184554003,1787065,2255
Iowa,3,2021,4995,158.316614211,3155070,4995
Utah,4,2021,5546,172.990413474,3205958,5546
Vermont,2,2020,1189,190.548230818,623989,1189
Minnesota,4,2020,10951,194.179336524,5639632,0
Rhode Island,3,2021,2525,238.351232488,1059361,2525
California,2,2018,68491,173.341297451,39512223,68491
Maine,4,2021,2077,154.514317682,1344212,2077
Oklahoma,2,2018,5242,132.475067419,3956971,5242
New Hampshire,4,2021,2382,175.184285484,1359711,0
Colorado,3,2018,10746,186.603449090,5758736,10746
Louisiana,1,2018,6810,146.489605691,4648794,6810
Texas,2,2020,63827,220.124368699,28995881,63827
Oklahoma,2,2018,5242,132.475067419,3956971,5242
Connecticut,2,2019,6274,175.974612983,3565287,6274
District of Columbia,3,2020,2804,397.308391510,705749,2804
New Mexico,4,2021,3735,178.126113288,2096829,3735
Michigan,1,2020,15463,154.833497666,9986857,15463
South Carolina,1,2018,9183,178.355216468,5148714,9183
Iowa,1,2019,3725,118.063941529,3155070,3725
Washington,1,2020,12332,161.945808037,7614893,12332
District of Columbia,3,2020,2804,397.308391510,705749,2804
New Mexico,4,2019,2985,142.357817447,2096829,2985
Utah,2,2020,6377,198.910902763,3205958,6377
New Hampshire,3,2018,2031,149.369976414,1359711,2031
Kansas,1,2021,9027,309.853314816,2913314,9027
California,1,2020,64095,162.215626289,39512223,64095
Alabama,4,2021,11887,242.434254469,4903185,11887
Maine,2,2018,1559,115.978729546,1344212,1559
Texas,4,2020,70004,241.427394463,28995881,70004
Montana,4,2018,1443,135.014006651,1068778,1443
Kansas,3,2020,5352,183.708312938,2913314,5352
Wyoming,2,2018,695,120.084525683,578759,695
Virginia,3,2018,15348,179.813318909,8535519,15348
New Jersey,2,2021,24926,280.628989022,8882190,24926
Missouri,4,2020,14355,233.892764200,6137428,14355
Maryland,4,2018,10914,180.525598444,6045680,0
Louisiana,4,2019,6215,133.690587279,4648794,6215
Hawaii,2,2018,1771,125.081928310,1415872,1771
Texas,4,2018,46567,160.598672618,28995881,46567
Indiana,2,2018,9613,142.790957929,6732219,9613
Illinois,1,2019,19138,151.028017204,12671821,19138
New Mexico,4,2021,3735,178.126113288,2096829,3735
Kansas,2,2019,4682,160.710448651,2913314,4682
Washington,2,2021,20561,270.010359962,7614893,20561
Iowa,1,2021,6220,197.143011090,3155070,6220
West Virginia,3,2018,3076,171.637706059,1792147,3076
Arkansas,2,2021,6472,214.460581270,3017804,6472
Wyoming,4,2018,716,123.712978977,578759,716
Vermont,1,2020,920,147.438496512,623989,920
Kentucky,2,2021,9750,218.234414202,4467673,9750
Kansas,4,2021,4444,152.541058053,2913314,4444
Louisiana,1,2021,13489,290.161276236,4648794,13489
Kentucky,3,2021,9049,202.543919396,4467673,9049
New Mexico,2,2019,3698,176.361544027,2096829,3698
Tennessee,3,2020,18443,270.061943070,6829174,18443
Wyoming,2,2020,953,164.662666153,578759,953
Oklahoma,3,2020,7074,178.773107005,3956971,7074
Iowa,2,2019,4380,138.824178227,3155070,4380
Iowa,4,2020,4748,150.487944800,3155070,4748
Michigan,1,2020,15463,154.833497666,9986857,15463
Vermont,2,2019,902,144.553830276,623989,902
Massachusetts,4,2020,16679,241.987562428,6892503,16679
Arizona,1,2021,21974,301.893863987,7278717,21974
Colorado,1,2020,10748,186.638178934,5758736,10748
Rhode Island,2,2018,1676,158.208580456,1059361,1676
District of Columbia,1,2021,3294,466.738174620,705749,3294
New Mexico,2,2021,4998,238.359923484,2096829,4998
Kentucky,4,2019,6056,135.551549990,4467673,6056
Arkansas,1,2022,4738,157.001581282,3017804,4738
Idaho,2,2021,3816,213.534482517,1787065,3816
Wisconsin,3,2018,7773,133.500869224,5822434,7773
Connecticut,4,2018,5256,147.421511929,3565287,5256
Kentucky,1,2022,7485,167.536881056,4467673,7485
Texas,2,2020,63827,220.124368699,28995881,63827
West Virginia,3,2020,3657,204.056921670,1792147,3657
Ohio,4,2018,18605,159.165376291,11689100,18605
Georgia,1,2019,21230,199.954358040,10617423,0
Kentucky,1,2020,6867,153.704176649,4467673,6867
Massachusetts,3,2021,16804,243.801127109,6892503,16804
Illinois,1,2021,42765,337.481092891,12671821,42765
New Jersey,4,2021,20995,236.371885762,8882190,20995
New York,2,2019,39284,201.937321398,19453561,39284
Indiana,1,2021,18207,270.445747531,6732219,18207
Kansas,3,2021,5831,200.150069646,2913314,0
Delaware,1,2018,2000,205.388574644,973764,2000
Maryland,2,2020,17240,285.162297707,6045680,17240
Minnesota,4,2020,10951,194.179336524,5639632,10951
Louisiana,4,2019,6215,133.690587279,4648794,6215
Maryland,2,2019,13599,224.937476016,6045680,13599
Connecticut,1,2019,5560,155.948174719,3565287,5560
Kansas,3,2020,5352,183.708312938,2913314,0
Indiana,4,2021,11837,175.826128057,6732219,11837
Mississippi,3,2020,6200,208.322903188,2976149,6200
South Carolina,1,2021,16219,315.010699759,5148714,16219
Montana,1,2019,1291,120.792157024,1068778,1291
Nevada,3,2021,11835,384.233785562,3080156,11835
Alaska,2,2021,2810,384.118543630,731545,2810
Rhode Island,4,2021,1933,182.468488079,1059361,1933
Maryland,4,2019,11778,194.816794802,6045680,11778
Utah,2,2019,5078,158.392592791,3205958,0
Montana,1,2019,1291,120.792157024,1068778,1291
Montana,1,2018,1371,128.277341038,1068778,1371
Virginia,3,2021,24319,284.915305092,8535519,24319
New Mexico,2,2018,3650,174.072373093,2096829,3650
Utah,3,2021,6702,209.048278237,3205958,6702
Louisiana,1,2018,6810,146.489605691,4648794,6810
Michigan,3,2021,22572,226.017054214,9986857,22572
Oklahoma,3,2019,5844,147.688724532,3956971,5844
Arkansas,3,2018,4407,146.033340800,3017804,4407
South Carolina,3,2021,16415,318.817475587,5148714,16415
Missouri,3,2019,12453,202.902583949,6137428,12453
Washington,1,2018,11335,148.853043634,7614893,11335
Massachusetts,1,2020,10607,153.891844516,6892503,10607
Nebraska,4,2019,2332,120.553678438,1934408,2332
Indiana,3,2020,12587,186.966585609,6732219,12587
Iowa,1,2020,3667,116.225630493,3155070,3667
Connecticut,3,2019,6249,175.273407162,3565287,6249
Indiana,3,2020,12587,186.966585609,6732219,12587
Texas,3,2020,72655,250.570072349,28995881,72655
Indiana,3,2020,12587,186.966585609,6732219,0
Alabama,2,2020,10855,221.386710883,4903185,10855
Rhode Island,2,2020,1994,188.226676270,1059361,1994
Florida,1,2019,44731,208.266820662,21477737,0
Oregon,2,2019,9025,213.977305840,4217737,9025
New York,4,2018,30103,154.742877152,19453561,30103
Washington,1,2018,11335,148.853043634,7614893,11335
South Dakota,4,2018,838,94.725764391,884659,838
Iowa,3,2020,4774,151.312015264,3155070,4774
Pennsylvania,3,2018,21004,164.068255331,12801989,21004
Wyoming,2,2019,813,140.472977526,578759,813
Mississippi,1,2022,4998,167.935140344,2976149,4998
Kansas,2,2021,5848,200.733597546,2913314,5848
Alaska,2,2021,2810,384.118543630,731545,2810
Massachusetts,3,2021,16804,243.801127109,6892503,16804
Missouri,4,2018,10056,163.847135966,6137428,10056
Idaho,1,2020,2536,141.908660289,1787065,2536
New Jersey,3,2021,25613,288.363567994,8882190,25613
Ohio,4,2020,25732,220.136708558,11689100,25732
Massachusetts,4,2020,16679,241.987562428,6892503,16679
Nebraska,2,2021,3401,175.816063623,1934408,3401
Kansas,1,2021,9027,309.853314816,2913314,9027
Iowa,3,2021,4995,158.316614211,3155070,4995
Maine,3,2021,2642,196.546378101,1344212,2642
Hawaii,1,2019,1718,121.338652082,1415872,1718
Kansas,4,2020,8220,282.152902159,2913314,0
Vermont,1,2018,652,104.489021441,623989,652
Idaho,4,2021,2933,164.123856715,1787065,2933
Ohio,4,2018,18605,159.165376291,11689100,18605
Ohio,4,2020,25732,220.136708558,11689100,25732
Vermont,3,2019,970,155.451458279,623989,970
Connecticut,4,2019,5721,160.463940210,3565287,5721
Virginia,2,2018,15092,176.814087111,8535519,15092
District of Columbia,1,2019,1883,266.808737951,705749,1883
Vermont,4,2018,830,133.015165331,623989,830
Connecticut,3,2020,8019,224.918779330,3565287,8019
Ohio,3,2021,29717,254.228298158,11689100,29717
Oklahoma,2,2021,8264,208.846615252,3956971,8264
Maryland,3,2021,22374,370.082439031,6045680,22374
West Virginia,3,2021,3665,204.503313623,1792147,3665
West Virginia,1,2020,2646,147.644138567,1792147,2646
New Jersey,4,2018,14455,162.741395985,8882190,14455
California,2,2018,68491,173.341297451,39512223,68491
Arkansas,2,2018,3982,131.950252568,3017804,3982
Georgia,1,2020,23369,220.100489544,10617423,23369
New Mexico,2,2018,3650,174.072373093,2096829,3650
Delaware,1,2020,2359,242.255823793,973764,2359
North Carolina,1,2021,30626,292.007577361,10488084,30626
North Dakota,1,2021,1525,200.114951277,762062,1525
Nevada,1,2020,7713,250.409394849,3080156,7713
District of Columbia,2,2020,2342,331.846024578,705749,2342
Arkansas,1,2018,3867,128.139534575,3017804,3867
Arkansas,2,2019,4560,151.103252564,3017804,4560
Wyoming,3,2020,1045,180.558747251,578759,1045
South Dakota,3,2020,1095,123.776505976,884659,1095
Oklahoma,4,2018,4681,118.297556388,3956971,4681
Maine,4,2020,2510,186.726498499,1344212,2510
Alaska,4,2021,1378,188.368453069,731545,1378
New Mexico,2,2020,4366,208.219172856,2096829,4366
North Dakota,3,2019,800,104.978335096,762062,800
Virginia,2,2019,16673,195.336686615,8535519,16673
Maine,2,2020,2378,176.906618896,1344212,2378
Nevada,2,2021,11581,375.987449986,3080156,11581
Oregon,2,2019,9025,213.977305840,4217737,9025
Virginia,2,2018,15092,176.814087111,8535519,15092
South Dakota,1,2018,772,87.265262661,884659,772
District of Columbia,3,2021,3294,466.738174620,705749,3294
Washington,1,2018,11335,148.853043634,7614893,11335
Idaho,1,2019,2435,136.256935254,1787065,2435
California,4,2020,87759,222.105954403,39512223,87759
Connecticut,4,2021,6685,187.502436690,3565287,6685
New Hampshire,4,2020,2849,209.529819204,1359711,2849
Massachusetts,1,2018,9178,133.159173090,6892503,9178
Alaska,4,2020,1685,230.334429188,731545,1685
Connecticut,4,2019,5721,160.463940210,3565287,0
Georgia,4,2019,21002,197.806944303,10617423,21002
North Carolina,4,2019,17465,166.522312369,10488084,17465
Georgia,3,2020,33623,316.677596814,10617423,33623
Indiana,2,2018,9613,142.790957929,6732219,9613
Oregon,2,2020,9425,223.461064547,4217737,9425
Vermont,1,2018,652,104.489021441,623989,652
District of Columbia,1,2019,1883,266.808737951,705749,1883
Minnesota,1,2022,8905,157.900373641,5639632,8905
Texas,3,2021,81525,281.160624159,28995881,81525
South Dakota,1,2021,1525,172.382805126,884659,1525
Vermont,1,2021,1684,269.876552311,623989,1684
Illinois,1,2020,20328,160.418932685,12671821,20328
Maine,3,2021,2642,196.546378101,1344212,2642
Oklahoma,1,2019,4869,123.048665254,3956971,4869
Georgia,4,2018,22315,210.173410252,10617423,22315
South Carolina,2,2020,11468,222.735230584,5148714,11468
Washington,4,2020,18564,243.785434674,7614893,18564
Puerto Rico,2,2021,2442,76.463180255,3193694,2442
South Carolina,3,2018,9601,186.473748590,5148714,9601
New York,1,2020,33837,173.937306388,19453561,33837
Indiana,2,2021,15115,224.517354531,6732219,15115
Massachusetts,3,2021,16804,243.801127109,6892503,16804
Texas,4,2018,46567,160.598672618,28995881,46567
New Hampshire,3,2018,2031,149.369976414,1359711,2031
Nevada,3,2018,7577,245.994034068,3080156,7577
Oregon,4,2020,10077,238.919591241,4217737,10077
North Dakota,1,2022,863,113.245378985,762062,863
Oklahoma,4,2021,6105,154.284678862,3956971,6105
Maine,2,2020,2378,176.906618896,1344212,2378
Oklahoma,3,2019,5844,147.688724532,3956971,0
New Jersey,1,2019,14368,161.761907818,8882190,14368
Connecticut,4,2019,5721,160.463940210,3565287,5721
South Dakota,2,2018,841,95.064878106,884659,841
District of Columbia,1,2021,3294,466.738174620,705749,3294
District of Columbia,1,2022,2537,359.476244387,705749,2537
Wisconsin,4,2021,9738,167.249641645,5822434,9738
Nevada,4,2019,6848,222.326401650,3080156,6848
Oklahoma,2,2020,6401,161.765148140,3956971,6401
Washington,1,2018,11335,148.853043634,7614893,11335
Connecticut,1,2021,9418,264.158257105,3565287,9418
Indiana,1,2018,9199,136.641425361,6732219,9199
Iowa,1,2022,3919,124.212774994,3155070,3919
Colorado,2,2020,14876,258.320575904,5758736,14876
North Dakota,4,2019,673,88.313024400,762062,673
Arkansas,3,2019,4564,151.235799277,3017804,4564
Montana,3,2019,1947,182.170665938,1068778,1947
Connecticut,2,2020,7840,219.898145647,3565287,7840
Maryland,2,2021,22454,371.405697953,6045680,22454
Delaware,3,2019,2525,259.303075489,973764,2525
Connecticut,2,2020,7840,219.898145647,3565287,7840
Tennessee,1,2019,11301,165.481213394,6829174,11301
Ohio,4,2020,25732,220.136708558,11689100,25732
Pennsylvania,3,2021,40852,319.106663816,12801989,40852
New Jersey,1,2021,28992,326.405987712,8882190,28992
Hawaii,1,2021,3448,243.524838403,1415872,3448
Vermont,3,2018,720,115.386649444,623989,720
Kentucky,3,2019,7447,166.686326416,4467673,7447
Washington,1,2019,11478,150.730942641,7614893,11478
Virginia,2,2020,21525,252.181501793,8535519,21525
Texas,4,2020,70004,241.427394463,28995881,70004
South Carolina,4,2018,9814,190.610703954,5148714,9814
Texas,4,2020,70004,241.427394463,28995881,70004
South Dakota,2,2020,1074,121.402709971,884659,1074
Illinois,2,2018,19834,156.520519032,12671821,19834
Kentucky,3,2019,7447,166.686326416,4467673,7447
Mississippi,4,2019,3841,129.059398572,2976149,3841
Oklahoma,2,2021,8264,208.846615252,3956971,8264
Alabama,2,2021,17554,358.012190036,4903185,17554
Idaho,4,2021,2933,164.123856715,1787065,2933
Wyoming,2,2018,695,120.084525683,578759,695
Delaware,4,2018,2048,210.317900436,973764,2048
Kentucky,1,2021,10558,236.319891809,4467673,10558
Utah,2,2020,6377,198.910902763,3205958,6377
Nevada,3,2018,7577,245.994034068,3080156,7577
Indiana,3,2021,14335,212.931278676,6732219,14335
Ohio,1,2019,19143,163.767954761,11689100,19143
South Carolina,2,2018,9660,187.619665804,5148714,9660
Kentucky,2,2019,7045,157.688353646,4467673,7045
Florida,1,2019,44731,208.266820662,21477737,44731
Idaho,2,2020,2946,164.851306472,1787065,2946
Pennsylvania,2,2021,38158,298.063058795,12801989,38158
